url,Standardized Product Type,Custom Product Type,WEIGHTS,Category
https://dealer.yocaher.com/drop-through-checker-pink-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/drop-through-checker-white-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/drop-through-checker-purple-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/drop-through-checker-green-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/drop-through-checker-red-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/drop-through-checker-blue-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/drop-through-purple-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/drop-through-green-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/drop-through-red-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/drop-through-blue-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/drop-through-black-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/drop-through-natural-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/yocaher-kicktail-longboard-complete-adventure-natural/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/yocaher-kicktail-longboard-complete-adventure-colored/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/yocaher-kicktail-longboard-complete-horizon-night/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/yocaher-kicktail-longboard-complete-horizon-day/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/yocaher-kicktail-longboard-complete-earth-series-ripple/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/yocaher-kicktail-longboard-complete-earth-series-mountain/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/yocaher-kicktail-longboard-complete-earth-series-wind/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/yocaher-kicktail-longboard-complete-vw-bettle-series-yellow/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/yocaher-kicktail-longboard-complete-vw-bettle-series-red/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/kicktail-VW-Pink-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/kicktail-VW-Blue-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/kicktail-longboard-complete-geometric-series-purple/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/kicktail-longboard-complete-geometric-series-green/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/copy-of-kicktail-crest-onyx-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/kicktail-crest-burgundy-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/kicktail-gradient-pink-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/kicktail-gradient-green-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
https://dealer.yocaher.com/kicktail-spirit-wolf-longboard-complete/,Sporting Goods > Outdoor Recreation > Skateboarding > Skateboards,Skateboard Complete,4535.0,Complete Longboards
